show_id,rottentomatoes_audience_score,rottentomatoes_audience_#reviews,rottentomatoes_tomatometer_score,rottentomatoes_critics_#reviews
"('s5837', 3)",87,6014,89,136
"('s5843', 1)",82,28,100,8
"('s5844', 1)",80,5,86,7
"('s5865', 1)",0,3,0,1
"('s5874', 1)",58,13,100,5
"('s5874', 2)",0,0,0,0
"('s5874', 3)",0,2,0,0
"('s5875', 1)",0,3,0,0
"('s5875', 2)",0,2,0,0
"('s5878', 1)",90,578,75,20
"('s5881', 1)",50,12,0,3
"('s5884', 1)",100,14,0,4
"('s5884', 2)",0,0,0,1
"('s5892', 1)",44,49,0,4
"('s5893', 1)",100,6,0,1
"('s5893', 2)",0,0,0,0
"('s5893', 3)",0,0,0,0
"('s5898', 1)",0,0,0,0
"('s5909', 1)",54,3346,92,72
"('s5909', 2)",56,1150,92,20
"('s5909', 3)",55,798,78,15
"('s5909', 4)",45,662,87,7
"('s5909', 5)",45,387,92,8
"('s5912', 1)",0,0,0,3
"('s5913', 1)",89,895,87,31
"('s5913', 2)",93,649,100,6
"('s5913', 3)",95,640,88,8
"('s5913', 4)",94,598,100,8
"('s5913', 5)",94,597,90,10
"('s5913', 6)",80,558,100,6
"('s5913', 7)",77,557,100,5
"('s5913', 8)",77,588,67,9
"('s5913', 9)",83,807,100,12
"('s5913', 10)",86,1120,100,8
"('s5913', 11)",79,690,90,10
"('s5913', 12)",74,637,100,10
"('s5913', 13)",75,577,100,7
"('s5913', 14)",73,405,82,11
"('s5913', 15)",67,317,100,9
"('s5922', 1)",61,62,0,4
"('s5924', 1)",81,47,95,21
"('s5939', 1)",73,218,78,9
"('s5944', 1)",88,20,0,3
"('s5945', 1)",67,89,100,5
"('s5945', 2)",50,14,0,0
"('s5945', 3)",0,0,0,1
"('s5950', 1)",0,1,0,2
"('s5950', 2)",0,0,0,0
"('s5956', 1)",96,62,0,4
"('s5957', 1)",94,18,100,6
"('s5957', 2)",0,3,0,1
"('s5966', 1)",68,144,32,28
"('s5966', 2)",60,5,0,0
"('s5971', 1)",86,27,0,2
"('s5971', 2)",92,12,0,0
"('s5971', 3)",0,3,0,0
"('s5973', 1)",73,15,100,10
"('s6004', 1)",0,4,0,1
"('s6004', 2)",0,0,0,0
"('s6004', 3)",0,0,0,0
"('s6010', 1)",0,3,0,0
"('s6010', 2)",0,4,0,0
"('s6012', 1)",96,902,93,30
"('s6029', 1)",60,6,0,2
"('s6029', 2)",0,3,0,0
"('s6029', 3)",0,0,0,0
"('s6029', 4)",0,0,0,1
"('s6031', 1)",0,5,0,4
"('s6031', 2)",0,2,0,1
"('s6031', 3)",0,4,0,0
"('s6031', 4)",0,0,0,1
"('s6031', 5)",60,5,0,0
"('s6031', 6)",0,3,0,1
"('s6044', 1)",85,57,86,7
"('s6044', 2)",92,39,0,0
"('s6044', 3)",87,32,0,1
"('s6044', 4)",85,27,0,0
"('s6044', 5)",83,25,0,0
"('s6044', 6)",83,27,0,0
"('s6044', 7)",79,26,0,0
"('s6044', 8)",25,30,0,3
"('s6048', 1)",76,1832,76,37
"('s6048', 2)",86,1945,100,12
"('s6048', 3)",57,2495,83,12
"('s6048', 4)",75,1958,93,14
"('s6048', 5)",71,1069,100,13
"('s6048', 6)",67,500,100,10
"('s6048', 7)",42,323,100,8
"('s6051', 1)",80,7,0,1
"('s6056', 1)",0,0,0,1
"('s6057', 1)",100,14,90,10
"('s6057', 2)",78,10,0,4
"('s6057', 3)",67,10,0,4
"('s6057', 4)",78,11,100,6
"('s6060', 1)",100,5,0,4
"('s6067', 1)",76,24,0,2
"('s6067', 2)",100,11,0,0
"('s6067', 3)",100,10,0,0
"('s6067', 4)",100,7,0,0
"('s6067', 5)",83,7,0,0
"('s6067', 6)",67,7,0,0
"('s6069', 1)",0,0,0,3
"('s6078', 1)",0,0,0,1
"('s6078', 2)",0,0,0,0
"('s6083', 1)",0,5,100,5
"('s6083', 2)",0,4,0,1
"('s6083', 3)",0,3,0,0
"('s6083', 4)",0,3,0,0
"('s6083', 5)",0,3,0,0
"('s6083', 6)",0,2,0,0
"('s6083', 7)",0,1,0,0
"('s6083', 8)",0,1,0,2
"('s6105', 1)",0,3,10,10
"('s6106', 1)",0,3,0,0
"('s6122', 1)",0,0,92,12
"('s6129', 1)",0,0,0,0
"('s6129', 2)",0,1,0,1
"('s6130', 1)",90,88,53,15
"('s6131', 1)",88,133,0,3
"('s6131', 2)",0,0,0,0
"('s6141', 1)",89,1206,82,57
"('s6141', 2)",90,663,83,18
"('s6141', 3)",94,505,93,15
"('s6141', 4)",88,262,90,10
"('s6141', 5)",87,316,100,5
"('s6141', 6)",91,347,100,5
"('s6141', 7)",64,88,0,3
"('s6155', 1)",0,0,0,2
"('s6158', 1)",81,123,75,44
"('s6158', 2)",89,91,91,11
"('s6158', 3)",81,121,89,9
"('s6159', 1)",64,33,0,3
"('s6159', 2)",46,18,0,0
"('s6159', 3)",78,9,0,0
"('s6159', 4)",0,3,0,0
"('s6162', 1)",0,2,0,0
"('s6162', 2)",0,2,0,0
"('s6175', 1)",86,72,0,3
"('s6175', 2)",100,5,0,0
"('s6176', 1)",59,246,81,16
"('s6189', 1)",0,0,0,0
"('s6203', 1)",0,0,0,4
"('s6203', 2)",0,0,0,1
"('s6207', 1)",73,33,100,5
"('s6211', 1)",0,1,0,4
"('s6212', 1)",93,29,100,9
"('s6212', 2)",92,12,0,1
"('s6212', 3)",0,0,0,0
"('s6212', 4)",0,0,0,0
"('s6216', 1)",0,0,0,0
"('s6216', 2)",0,2,0,0
"('s6223', 1)",0,1,50,8
"('s6231', 1)",64,11,0,1
"('s6233', 1)",0,2,100,8
"('s6233', 2)",0,2,0,0
"('s6238', 1)",93,54,100,17
"('s6239', 1)",81,67,100,8
"('s6239', 2)",0,3,0,0
"('s6255', 1)",94,1995,88,75
"('s6255', 2)",94,833,89,83
"('s6255', 3)",82,613,90,100
"('s6255', 4)",85,560,97,107
"('s6260', 1)",90,152,100,10
"('s6261', 1)",83,6,0,0
"('s6268', 1)",94,1046,88,77
"('s6287', 1)",38,8,0,2
"('s6287', 2)",67,6,0,1
"('s6296', 1)",0,3,0,0
"('s6302', 1)",37,50,0,4
"('s6305', 1)",75,24,0,2
"('s6311', 1)",92,569,100,11
"('s6311', 2)",95,138,100,6
"('s6311', 3)",93,147,100,7
"('s6318', 1)",0,0,63,19
"('s6323', 1)",82,61,67,64
"('s6327', 1)",0,3,0,0
"('s6335', 1)",0,0,0,0
"('s6336', 1)",60,11,100,6
"('s6336', 2)",0,0,0,0
"('s6336', 3)",0,0,0,0
"('s6337', 1)",0,3,0,1
"('s6340', 1)",0,0,0,0
"('s6340', 2)",0,0,0,0
"('s6352', 1)",59,84,38,8
"('s6357', 1)",78,80,0,1
"('s6359', 1)",76,75,56,16
"('s6360', 1)",89,5090,92,63
"('s6360', 2)",85,2962,94,23
"('s6360', 3)",65,1599,85,23
"('s6360', 4)",51,1471,80,19
"('s6360', 5)",57,971,94,11
"('s6360', 6)",60,413,85,5
"('s6373', 1)",91,193,89,18
"('s6373', 2)",91,133,100,6
"('s6373', 3)",91,88,100,5
"('s6373', 4)",86,55,0,3
"('s6373', 5)",64,111,100,9
"('s6375', 1)",89,153,78,9
"('s6375', 2)",73,25,0,3
"('s6377', 1)",70,43,0,3
"('s6383', 1)",92,259,95,22
"('s6386', 1)",0,0,0,2
"('s6386', 2)",0,2,0,0
"('s6386', 3)",0,2,0,0
"('s6386', 4)",0,0,0,0
"('s6389', 1)",90,587,77,78
"('s6389', 2)",88,111,86,14
"('s6391', 1)",57,21,0,3
"('s6394', 1)",0,3,0,1
"('s6394', 2)",89,9,0,0
"('s6403', 1)",85,176,50,26
"('s6406', 1)",92,2073,92,73
"('s6406', 2)",89,2186,100,58
"('s6406', 3)",86,1860,98,47
"('s6406', 4)",87,629,100,51
"('s6408', 1)",24,134,30,30
"('s6416', 1)",0,0,0,0
"('s6416', 2)",0,0,0,3
"('s6416', 3)",0,0,91,11
"('s6416', 4)",0,0,100,10
"('s6416', 5)",0,0,100,12
"('s6416', 6)",0,0,100,14
"('s6416', 7)",100,6,94,16
"('s6416', 8)",80,5,88,16
"('s6417', 1)",0,0,0,2
"('s6417', 2)",0,1,0,3
"('s6417', 3)",0,0,0,2
"('s6418', 1)",0,0,0,0
"('s6418', 2)",0,0,0,0
"('s6418', 3)",0,0,0,0
"('s6418', 4)",0,0,0,0
"('s6422', 1)",100,9,60,5
"('s6431', 1)",0,3,100,12
"('s6440', 1)",63,1159,88,97
"('s6441', 1)",91,4132,93,98
"('s6444', 1)",90,77,0,2
"('s6454', 1)",0,0,0,1
"('s6456', 1)",0,2,0,3
"('s6457', 1)",79,41,100,5
"('s6457', 2)",72,18,0,0
"('s6462', 1)",0,3,100,6
"('s6463', 1)",0,4,0,1
"('s6463', 2)",0,0,0,1
"('s6465', 1)",88,68,83,6
"('s6465', 2)",0,0,0,4
"('s6465', 3)",70,10,0,2
"('s6474', 1)",0,4,0,4
"('s6478', 1)",0,2,0,0
"('s6478', 2)",0,0,0,2
"('s6479', 1)",50,14,0,4
"('s6483', 1)",100,13,0,2
"('s6483', 2)",0,2,0,0
"('s6484', 1)",97,127,77,13
"('s6484', 2)",93,101,0,2
"('s6484', 3)",88,126,90,20
"('s6489', 1)",83,108,50,6
"('s6493', 1)",0,0,0,2
"('s6494', 1)",0,0,0,0
"('s6495', 1)",73,81,74,23
"('s6496', 1)",77,313,86,43
"('s6503', 1)",40,18,0,3
"('s6503', 2)",0,10,0,2
"('s6513', 1)",94,124,70,10
"('s6513', 2)",99,81,0,3
"('s6513', 3)",0,0,0,3
"('s6513', 4)",96,98,86,7
"('s6518', 1)",72,73,83,6
"('s6518', 2)",0,0,0,0
"('s6525', 1)",94,548,97,31
"('s6535', 1)",0,0,0,0
"('s6540', 1)",91,354,80,44
"('s6540', 2)",93,98,100,7
"('s6541', 1)",88,38,70,23
"('s6541', 2)",79,19,78,9
"('s6541', 3)",71,18,0,4
"('s6541', 4)",81,16,60,5
"('s6541', 5)",83,18,0,4
"('s6541', 6)",50,25,20,10
"('s6554', 1)",58,120,56,9
"('s6555', 1)",95,659,97,62
"('s6562', 1)",75,8,0,3
"('s6562', 2)",0,0,0,0
"('s6563', 1)",93,2144,87,31
"('s6563', 2)",97,523,86,7
"('s6563', 3)",96,507,100,7
"('s6563', 4)",97,894,0,3
"('s6585', 1)",82,459,91,11
"('s6585', 2)",73,384,67,9
"('s6585', 3)",87,502,100,9
"('s6585', 4)",73,158,100,9
"('s6588', 1)",82,28,91,11
"('s6588', 2)",0,2,0,2
"('s6589', 1)",50,238,57,21
"('s6593', 1)",70,84,69,13
"('s6608', 1)",65,100,50,12
"('s6630', 1)",100,10,100,6
"('s6630', 2)",0,0,0,0
"('s6630', 3)",0,0,0,0
"('s6630', 4)",0,0,0,0
"('s6631', 1)",74,27,0,4
"('s6631', 2)",0,2,0,0
"('s6635', 1)",79,845,74,46
"('s6635', 2)",90,402,91,22
"('s6635', 3)",88,514,100,13
"('s6635', 4)",78,151,93,29
"('s6635', 5)",66,217,100,10
"('s6642', 1)",0,3,0,1
"('s6656', 1)",78,347,80,10
"('s6656', 2)",64,14,0,0
"('s6660', 1)",64,25,0,2
"('s6661', 1)",70,139,,
"('s6665', 1)",89,493,91,34
"('s6669', 1)",100,10,0,0
"('s6669', 2)",100,5,0,1
"('s6669', 3)",0,3,0,0
"('s6669', 4)",0,0,0,0
"('s6669', 5)",0,0,0,1
"('s6670', 1)",100,23,0,1
"('s6673', 1)",0,3,0,4
"('s6674', 1)",0,0,0,2
"('s6674', 2)",0,0,0,1
"('s6674', 3)",0,0,0,1
"('s6676', 1)",0,3,0,2
"('s6679', 1)",48,850,61,46
"('s6685', 1)",88,9,0,4
"('s6691', 1)",87,30,100,5
"('s6696', 1)",96,105,0,2
"('s6701', 1)",67,18,0,2
"('s6704', 1)",60,122,100,6
"('s6704', 2)",69,16,0,2
"('s6711', 1)",69,117,17,23
"('s6711', 2)",77,43,0,2
"('s6711', 3)",87,26,0,0
"('s6711', 4)",75,34,0,1
"('s6712', 1)",0,5,0,1
"('s6716', 1)",78,2315,77,66
"('s6716', 2)",89,1363,92,36
"('s6717', 1)",0,3,0,4
"('s6726', 1)",72,606,100,6
"('s6726', 2)",75,229,100,5
"('s6728', 1)",89,499,57,28
"('s6728', 2)",92,333,100,6
"('s6728', 3)",92,266,100,6
"('s6728', 4)",89,182,100,5
"('s6728', 5)",86,186,67,6
"('s6737', 1)",0,3,20,5
"('s6742', 1)",0,1,0,2
"('s6742', 2)",0,0,0,0
"('s6742', 3)",0,0,0,0
"('s6742', 4)",0,0,0,0
"('s6742', 5)",0,0,0,0
"('s6755', 1)",0,0,0,0
"('s6767', 1)",0,0,0,0
"('s6771', 1)",86,797,58,90
"('s6771', 2)",75,200,40,20
"('s6788', 1)",96,45,100,5
"('s6789', 1)",73,122,13,8
"('s6795', 1)",0,0,0,1
"('s6796', 1)",80,5,0,1
"('s6797', 1)",0,0,0,0
"('s6799', 1)",62,690,82,33
"('s6799', 2)",48,106,0,3
"('s6799', 3)",31,64,0,2
"('s6802', 1)",82,616,60,35
"('s6802', 2)",90,167,67,6
"('s6802', 3)",75,119,0,2
"('s6802', 4)",69,36,0,1
"('s6802', 5)",88,10,0,0
"('s6802', 6)",29,7,0,0
"('s6802', 7)",0,0,0,0
"('s6802', 8)",65,20,0,0
"('s6814', 1)",0,2,0,1
"('s6818', 1)",94,808,100,39
"('s6825', 1)",69,29,80,10
"('s6826', 1)",97,96,0,1
"('s6832', 1)",0,0,0,1
"('s6859', 1)",79,113,75,8
"('s6859', 2)",0,0,0,0
"('s6859', 3)",0,0,0,0
"('s6859', 4)",0,0,0,0
"('s6863', 1)",72,644,57,28
"('s6863', 2)",90,414,100,5
"('s6877', 1)",87,2225,90,41
"('s6877', 2)",82,1451,97,33
"('s6886', 1)",80,416,86,36
"('s6889', 1)",0,1,0,0
"('s6889', 2)",0,1,0,0
"('s6896', 1)",84,370,86,43
"('s6901', 1)",83,306,94,31
"('s6903', 1)",71,10,0,4
"('s6903', 2)",0,3,100,6
"('s6906', 1)",80,10,0,1
"('s6906', 2)",0,0,0,1
"('s6907', 1)",0,4,0,3
"('s6908', 1)",72,29,0,2
"('s6909', 1)",73,357,83,24
"('s6917', 1)",100,5,0,3
"('s6935', 1)",82,49,100,5
"('s6935', 2)",83,24,0,0
"('s6935', 3)",88,16,,
"('s6940', 1)",89,9,0,2
"('s6942', 1)",0,0,0,0
"('s6951', 1)",83,182,59,32
"('s6951', 2)",86,118,60,20
"('s6951', 3)",79,110,90,10
"('s6951', 4)",89,149,67,12
"('s6953', 1)",0,3,100,5
"('s6959', 1)",85,4114,75,89
"('s6959', 2)",89,1645,90,84
"('s6961', 1)",97,39,0,1
"('s6964', 1)",74,94,85,27
"('s6965', 1)",0,4,0,2
"('s6974', 1)",78,72,75,8
"('s6975', 1)",88,559,71,28
"('s6975', 2)",92,393,100,12
"('s6975', 3)",90,366,90,10
"('s6975', 4)",80,343,69,16
"('s6975', 5)",80,503,100,13
"('s6975', 6)",84,412,81,16
"('s6975', 7)",80,388,77,13
"('s6975', 8)",82,446,100,16
"('s6984', 1)",92,3387,87,31
"('s6984', 2)",81,2894,80,24
"('s6984', 3)",87,2843,88,33
"('s6984', 4)",87,3537,83,31
"('s6984', 5)",88,3717,90,32
"('s6984', 6)",79,2698,76,25
"('s6984', 7)",60,2354,66,16
"('s6984', 8)",51,1730,64,16
"('s6984', 9)",78,1803,91,20
"('s6997', 1)",93,174,95,20
"('s6997', 2)",100,99,81,16
"('s6997', 3)",100,83,64,11
"('s6997', 4)",100,73,86,7
"('s6997', 5)",83,67,62,13
"('s6997', 6)",92,112,50,6
"('s6997', 7)",97,34,92,12
"('s7000', 1)",0,1,0,0
"('s7000', 2)",0,0,0,0
"('s7002', 1)",60,11,70,10
"('s7002', 2)",80,6,100,5
"('s7002', 3)",0,0,100,5
"('s7007', 1)",92,19851,67,88
"('s7014', 1)",58,40,100,8
"('s7021', 1)",89,9,100,5
"('s7021', 2)",100,6,0,0
"('s7021', 3)",0,3,0,0
"('s7021', 4)",50,8,0,0
"('s7046', 1)",83,46,0,2
"('s7057', 1)",0,4,0,0
"('s7057', 2)",0,2,0,0
"('s7065', 1)",0,0,0,2
"('s7074', 1)",86,245,77,13
"('s7075', 1)",73,42,81,36
"('s7078', 1)",50,10,0,3
"('s7086', 1)",0,0,0,4
"('s7089', 1)",0,1,0,0
"('s7099', 1)",95,37,100,8
"('s7101', 1)",0,0,0,0
"('s7106', 1)",31,36,0,2
"('s7108', 1)",51,186,53,19
"('s7119', 1)",84,122,100,5
"('s7121', 1)",92,13,78,9
"('s7121', 2)",100,6,0,2
"('s7121', 3)",100,5,90,10
"('s7144', 1)",0,0,0,0
"('s7149', 1)",0,0,37,27
"('s7151', 1)",0,2,0,1
"('s7151', 2)",0,1,0,0
"('s7154', 1)",93,55,100,6
"('s7166', 1)",0,0,40,5
"('s7170', 1)",94,75,0,2
"('s7170', 2)",95,43,0,1
"('s7170', 3)",0,1,0,0
"('s7170', 4)",100,37,0,0
"('s7170', 5)",100,37,0,0
"('s7170', 6)",0,0,0,0
"('s7170', 7)",94,35,0,0
"('s7170', 8)",95,39,0,0
"('s7170', 9)",84,66,0,0
"('s7170', 10)",82,53,0,0
"('s7170', 11)",65,27,0,0
"('s7170', 12)",84,29,0,0
"('s7178', 1)",0,0,0,2
"('s7178', 2)",0,0,0,0
"('s7185', 1)",0,4,67,9
"('s7188', 1)",100,6,0,0
"('s7191', 1)",0,3,0,1
"('s7191', 2)",0,1,0,0
"('s7192', 1)",0,4,0,0
"('s7192', 2)",0,3,0,0
"('s7194', 1)",0,0,0,0
"('s7195', 1)",81,132,95,20
"('s7199', 1)",100,13,0,0
"('s7201', 1)",95,1331,100,9
"('s7201', 2)",97,1143,0,4
"('s7201', 3)",99,1133,0,3
"('s7207', 1)",0,0,0,0
"('s7207', 2)",0,0,0,0
"('s7218', 1)",80,5,0,2
"('s7219', 1)",85,13,100,7
"('s7220', 1)",79,19,86,14
"('s7222', 1)",70,55,88,8
"('s7225', 1)",74,27,50,8
"('s7225', 2)",83,23,0,3
"('s7233', 1)",97,342,94,16
"('s7233', 2)",94,112,0,3
"('s7233', 3)",96,82,0,2
"('s7246', 1)",0,1,0,1
"('s7258', 1)",62,23,0,3
"('s7270', 1)",0,1,0,0
"('s7272', 1)",0,3,0,4
"('s7274', 1)",90,174,52,42
"('s7277', 1)",0,0,0,1
"('s7279', 1)",57,7,0,1
"('s7281', 1)",96,1062,91,55
"('s7281', 2)",88,723,63,40
"('s7290', 1)",44,50,67,6
"('s7293', 1)",73,15,67,6
"('s7301', 1)",73,147,100,21
"('s7301', 2)",46,13,100,5
"('s7304', 1)",0,0,0,1
"('s7304', 2)",0,5,0,2
"('s7304', 3)",0,0,0,2
"('s7306', 1)",73,65,0,4
"('s7307', 1)",0,1,0,1
"('s7309', 1)",96,29,0,2
"('s7309', 2)",0,3,0,0
"('s7317', 1)",100,5,0,2
"('s7317', 2)",0,0,0,1
"('s7318', 1)",89,1101,98,83
"('s7319', 1)",87,1859,95,61
"('s7319', 2)",84,491,100,32
"('s7319', 3)",84,395,97,30
"('s7319', 4)",76,334,94,32
"('s7339', 1)",0,1,75,12
"('s7342', 1)",0,1,0,0
"('s7351', 1)",86,7,0,1
"('s7355', 1)",86,7,0,2
"('s7356', 1)",0,0,0,0
"('s7361', 1)",69,116,73,26
"('s7362', 1)",0,2,0,1
"('s7362', 2)",0,0,0,0
"('s7366', 1)",0,0,0,1
"('s7381', 1)",96,5144,56,9
"('s7383', 1)",91,79,0,1
"('s7386', 1)",0,0,60,5
"('s7387', 1)",83,150,21,19
"('s7389', 1)",89,9,0,2
"('s7391', 1)",53,368,82,11
"('s7391', 2)",69,135,0,1
"('s7391', 3)",65,80,0,1
"('s7391', 4)",42,40,0,1
"('s7400', 1)",0,5,0,1
"('s7400', 2)",0,0,0,0
"('s7400', 3)",0,0,0,0
"('s7400', 4)",0,1,0,0
"('s7401', 1)",80,5,0,2
"('s7401', 2)",71,12,0,0
"('s7401', 3)",80,6,0,0
"('s7401', 4)",83,7,0,1
"('s7407', 1)",88,248,71,14
"('s7407', 2)",95,93,0,4
"('s7407', 3)",72,64,44,9
"('s7414', 1)",0,2,0,3
"('s7417', 1)",72,22,0,3
"('s7417', 2)",57,8,0,0
"('s7417', 3)",75,8,0,1
"('s7432', 1)",77,299,0,3
"('s7432', 2)",64,76,100,5
"('s7443', 1)",0,3,0,2
"('s7444', 1)",94,1005,100,11
"('s7444', 2)",96,434,100,5
"('s7444', 3)",94,417,100,5
"('s7444', 4)",79,397,80,5
"('s7444', 5)",87,368,100,5
"('s7444', 6)",90,745,100,5
"('s7444', 7)",75,3056,100,5
"('s7444', 8)",6,4266,86,7
"('s7453', 1)",100,5,0,1
"('s7453', 2)",100,5,0,2
"('s7453', 3)",83,6,80,5
"('s7474', 1)",72,106,71,41
"('s7475', 1)",86,60,0,0
"('s7475', 2)",94,27,0,1
"('s7475', 3)",89,11,0,0
"('s7484', 1)",0,0,0,0
"('s7485', 1)",75,684,68,34
"('s7487', 1)",79,29,0,2
"('s7493', 1)",82,227,74,23
"('s7500', 1)",91,11,80,5
"('s7501', 1)",72,43,0,2
"('s7504', 1)",85,23,0,4
"('s7504', 2)",92,12,0,0
"('s7521', 1)",90,147,79,28
"('s7521', 2)",95,117,100,15
"('s7521', 3)",90,106,88,16
"('s7521', 4)",70,93,60,10
"('s7521', 5)",70,87,62,13
"('s7521', 6)",76,80,64,11
"('s7521', 7)",62,79,73,11
"('s7521', 8)",61,123,40,10
"('s7531', 1)",50,9,42,31
"('s7535', 1)",98,127,77,13
"('s7535', 2)",96,86,0,2
"('s7535', 3)",100,42,0,1
"('s7535', 4)",95,54,0,2
"('s7535', 5)",93,34,0,2
"('s7535', 6)",100,20,0,0
"('s7535', 7)",86,7,0,0
"('s7535', 8)",0,0,0,0
"('s7540', 1)",60,5,17,6
"('s7543', 1)",80,868,93,55
"('s7544', 1)",73,51,0,0
"('s7555', 1)",63,63,42,33
"('s7579', 1)",0,4,,
"('s7579', 2)",0,3,0,0
"('s7579', 3)",0,3,0,0
"('s7579', 4)",0,3,0,0
"('s7579', 5)",60,5,0,0
"('s7581', 1)",90,25,0,2
"('s7584', 1)",89,9,0,0
"('s7585', 1)",90,466,96,85
"('s7599', 1)",83,78,88,8
"('s7599', 2)",86,21,,
"('s7601', 1)",0,0,64,22
"('s7603', 1)",63,20,0,1
"('s7607', 1)",83,18,0,4
"('s7613', 1)",83,6,0,1
"('s7618', 1)",0,1,0,0
"('s7621', 1)",80,5,0,0
"('s7621', 2)",0,4,0,0
"('s7623', 1)",88,921,98,46
"('s7640', 1)",0,0,0,1
"('s7651', 1)",96,84,100,9
"('s7652', 1)",0,0,0,1
"('s7656', 1)",0,2,0,1
"('s7661', 1)",0,5,0,1
"('s7661', 2)",0,2,0,0
"('s7661', 3)",0,4,0,0
"('s7661', 4)",0,3,0,0
"('s7664', 1)",68,79,75,12
"('s7664', 2)",91,23,0,0
"('s7664', 3)",80,30,0,1
"('s7664', 4)",58,12,0,1
"('s7671', 1)",71,7,0,3
"('s7673', 1)",65,702,90,52
"('s7678', 1)",82,592,83,23
"('s7683', 1)",90,561,79,14
"('s7683', 2)",94,309,100,15
"('s7683', 3)",88,218,100,14
"('s7699', 1)",0,3,0,0
"('s7704', 1)",0,0,0,0
"('s7712', 1)",0,5,0,1
"('s7721', 1)",0,2,0,1
"('s7721', 2)",0,0,0,0
"('s7721', 3)",0,0,0,0
"('s7722', 1)",80,1940,93,59
"('s7722', 2)",82,1180,88,41
"('s7731', 1)",82,24,75,8
"('s7739', 1)",70,64,62,13
"('s7753', 1)",0,1,0,2
"('s7753', 2)",0,1,0,0
"('s7756', 1)",72,463,45,20
"('s7756', 2)",81,233,0,4
"('s7756', 3)",72,127,0,3
"('s7756', 4)",64,97,0,4
"('s7756', 5)",65,75,0,1
"('s7786', 1)",62,8,0,0
